Sr No, Blood Bank Name, State, District, City, Address,Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, License #, Date License Obtained, Date of Renewal, Latitude, Longitude, Contact.No.1, Contact.No.2, Contact.No.3, Contact.No.4, Contact.No.5, Contact.No.6, Contact.No.7
135,IMA Blood Bank,Karnataka,GADAG,Gadag,"Zendha Circle, Station Road",582101,08372 253955 ,9880025101,,,,,Dr. Rajashekar T. Pawadshetter,08372 253955 ,9880025101,gdg.ima.bb@gmail.com,Medical Officer,Charity,NO,NO,24x7,KTK/28C-150/2002,16-10-2002,14-10-2016,15.436162,75.637616,08372 253955 ,,,,,,
136,Gadag Institute of Medical Sciences & District Hospital Blood Bank,Karnataka,GADAG,Gadag,"Gadag Institute of Medical Sciences, Mallasamudra",582103,08372 297214,9481474663,,,bloodbankgims@gmail.com,http://www.gimsgadag.org,Dr. Anand Kumar .G.,08372 297214,9481474663,dranand_k@yahoo.co.in,Pathologist,Government,YES,NO,24x7,KTK/28C-277/15,02-12-2015,02-11-2015,15.380961,75.600802,08372 297214,,,,,,
137,Sri. Chamarajendra District Hospital Blood Bank,Karnataka,HASSAN,Hassan,Hospital Road,573201,08172 252330,9980007690,,,,,Dr. Purushotham,08172 252330,9980007690,121bloodbankhassan@gmail.com,Medical Officer,Government,NO,NO,24x7,KTK/28C-76/97,25-07-1997,Pending,13.004537,76.103797,08172 252330,,,,,,
138,Jeeva Raksha Blood Bank,Karnataka,HASSAN,Hassan,"Vokkaligara Hostel Building, Ist Floor, B.M.Road",573201,08172 26204 ,9448749756,,,,,Dr. T. R. Shivaramu,08172 26204 ,9448749756,jeevarakshahassan@gmail.com,Medical Officer,Private,YES,NO,24x7,KTK/28C-101/99,16-07-1999,30-12-2017,13.0032624,76.0975902,08172 26204 ,,,,,,
139,Manjunath Orthopaedic and Trauma Centre Hospital Blood Bank,Karnataka,HASSAN,Hassan,K. R. Puram,573201,08172 266124,9448885440,,,,,Dr. S. Palaksha,08172 266124,9448885440,hassanbloodbank@yahoo.com,Medical Officer,Private,YES,NO,24x7,KTK/28C/245/2011,28-11-2011,27-11-2016,13.0080708,76.1016262,08172 266124,,,,,,
140,District Hospital Blood Bank Haveri,Karnataka,HAVERI,Haveri,,581110,0837 5232222,9448961599,,,,,Dr. N. Muralidhar,0837 5232222,9448961599,bbhaveri@gmail.com,Medical Officer,Government,NO,NO,24x7,KTK/28C-186/2006,29-04-2006,28-04-2016,14.785408,75.403059,0837 5232222,,,,,,
141,HKES Blood Bank Organisation,Karnataka,KALABURAGI,Gulbarga,"M.R. Medical College, Basave shwara Teaching and General Hospital, No.7-52 Sadam Road",585105,"08472 220307, 08472  225085",944806660,,,,http://mrmc.hkesociety.org/about.htm,Dr. Shivanand S. Devarmani,"08472245922	",944806660,drssdevaramani@gmail.com,Medical Officer,Private,NO,NO,24x7,KTK/28C/5/94,22-09-1994,Pending,17.328385,76.844483,08472 220307, 08472  225085,,,,,
142,District Hospital Blood Bank,Karnataka,KALABURAGI,Gulbarga,Sedam Road,585102,08472 2240630,9448822018,,,,,Dr. Shalini Sajjanshetty,8472278644,9448822018,glb.districthospital.bb@gmail.com,Medical Officer,Government,NO,NO,24x7,KTK/28C-41/97,18-03-1997,30-12-2017,17.328685,76.840743,08472 2240630,,,,,,
143,Health Care Blood Bank,Karnataka,KALABURAGI,Gulbarga,"3-400/401 A, Ist Floor, Taj Complex, Gazipura",585104,08472 261886 ,9845676684,,,,,Mr. Shivakumar,08472 261886 ,9845676684,hcbb.glb@gmail.com,DMLT,Private,NO,NO,24x7,KTK/28C-158/2003,22-05-2003,20-05-2018,17.3353831,76.8361997,08472 261886 ,,,,,,
144,Khaja Banda Nawaz Teaching and General Hospital Blood Bank,Karnataka,KALABURAGI,Gulbarga,"Khaja Nagri, Station Main Road",585102,0847 2223458,9242086998,,08472 268253,,http://kbnims.org/,Dr. Zeenath Begaum,0847 2223458,9242086998,kbnbloodbank@gmail.com,Medical Officer,Private,YES,NO,24x7,KTK/28C-156/2003,04-03-2003,02-03-2018,17.352728,76.853237,0847 2223458,,,,,,
145,M/s. Vaatsalya Life Hospitals Navajeeva Blood Bank,Karnataka,KALABURAGI,Gulbarga,"Vaatsalya Life Hospital, 1st Floor, Near RTO Office, SH-10",585105,08472 240066,8147796454,,,ravichavan851@gmail.com,http://www.vaatsalya.com,Dr. Chandrakanth V. Rathod,08472 240066,9886116701,,Pathologist,Private,YES,YES,24x7,KTK/28C-287/15,07-04-2015,06-01-2020,17.328477,76.847911,08472 240066,,,,,,
146,M/s. Medicare Multispeciality Hospital Blood Bank,Karnataka,KALABURAGI,Gulbarga,"Badagu Health Services Private Limited, 1st Floor, Darga Road, Santraswadi",585101,08472 262524,9141366055,,,vbagdgu@yahoo.com,,Dr. Pramod Kumar Pamu,08472 262524,9141366055,vbagdgu@yahoo.com,Pathologist,Private,YES,NO,24x7,KTK/28C-278/15,13-02-2015,12-02-2020,17.337775,76.844343,08472 262524,,,,,,
147,District Hospital Blood Bank,Karnataka,KODAGU,Madikeri,General Thimayya Road,571201,08272 223445,9449843175,,,,,Dr. Nagalashmi D.N.,08272 223445,9449843175,dskodagu@gmail.com,Medical Officer,Government,NO,NO,24x7,KTK/28C-128/2001,20-03-2001,12-04-2016,12.418764,75.742555,08272 223445,,,,,,
148,Sambrama Institute of Medical Sciences & Research Hospital Blood Bank,Karnataka,KOLAR,K. G. F.,"No:3029/1, D. K. Plantation BEML Nagar",563115,08153 263230,8747005859,,,simskgf@gmail.com,http://www.sambhram.org,Dr. Prakash Babu,08153 263230,8747005859,simskgf@gmail.com,Pathologist,Private,YES,NO,24x7,KTK/28C-276/14,19-12-2014,18-12-2019,12.996519,78.240449,08153 263230,,,,,,
149,General Hospital Robertson Peth Blood Bank,Karnataka,KOLAR,Kolar,Kolar Gold Field (K. G. F),563122,08253 271041,9845122875,,,,,Dr. K. Bhanu Devi,08253 271041,9845122875,,Anaesthetist,Government,NO,NO,24x7,KTK/28C-42/97,19-03-1997,30-12-2017,12.953386,78.271285,08253 271041,,,,,,
150,S.N.R. District Hospital Blood Bank,Karnataka,KOLAR,Kolar,"Gowripete, Kolar",563101,08152 222035,9448294218,,,,,Dr. Shivanna,08152 222035,9448326926,dskolar@gmail.com,Medical Officer,Government,NO,NO,24x7,KTK/28C-43/97,21-03-1997,30-12-2017,13.129255,78.13435,08152 222035,,,,,,
151,BEML Medical Centre Bharat Earth Movers Limited Blood Bank,Karnataka,KOLAR,Kolar,Kolar Gold Fields ,563115,08153 263208 ,9008180322,,,,,Dr. Meenakshi,8152269089,9008180322,cmokgf@beml.co.in,Medical Officer,Government,NO,NO,24x7,KTK/28C-179/2005,23-05-2005,22-05-2015,12.983949,78.237201,08153 263208 ,,,,,,
152,R. L. Jalappa Hospital and Research Centre Blood Bank,Karnataka,KOLAR,Kolar,"NH-4,Tamaka",563101,,9480849818,,,,,Dr. Subhashis Das,8152243003,9480849818,daspathology@gmail.com,Pathologist,Private,YES,NO,24x7,KTK/28C-31/97,03-01-1997,30-12-2017,13.131674,78.173061,,,,,,,
153,Gopi Blood Bank,Karnataka,KOPPAL,Koppal,"Gunj Area, C.B.S. Circle, Gangavthi ",583227,08533 272191 ,9448068318,,,,,Dr. B. Gurumurthy,08533 272191 ,9448068318,gopibloodbank@gmail.com,Medical Officer,Private,NO,NO,24x7,KTK/28C/220/2009,01-07-2009,29-06-2019,15.4345687,76.5018267,08533 272191 ,,,,,,
154,Indian Red Cross Koppal District Branch Blood Bank,Karnataka,KOPPAL,Koppal,"1st Floor, New District Hospital, Hospital Road, Koppal ",580323,0853 9225088,9886174034,,,,,Dr. Sudhir A. Bhat,0853 9225088,9886174034,ircskpl@gmail.com,Medical Officer,Charity,,,24x7,,,,15.419164,76.138152,0853 9225088,,,,,,
155,Adichunchanagiri Hospital and Research Centre Blood Bank,Karnataka,MANDYA,Mandya,"Balagangadharnath Nagar, Bellur",571418,08232 287433  ,9448084990,,08234-287242,,http://www.bgsaims.com/,Mr. Naganna M L,08232 287433  ,9448084990,aims@bgsaims.com,DMLT,Private,NO,NO,24x7,KTK/28C-71/97,05-05-1997,Pending,12.966319,76.721027,08232 287433  ,,,,,,
156,District Hospital Blood Bank Mandya,Karnataka,MANDYA,Mandya, District Hospital Premises,571401,0832 224040,9986093019,,,,,Dr. Y. Muralidhar Bhat ,0832 224040,9986093019,mnd.districthospiatal.bb@gmail.com,Medical Officer,Government,NO,NO,24x7,KTK/28C-92/98,23-07-1998,30-12-2016,12.4279555,76.7010341,0832 224040,,,,,,
157,MDC Voluntary Blood Bank,Karnataka,MANDYA,Mandya,"Khatha No. D5/1045/187, Alahalli Extension, General Hospital Road, Nehrunagar",571401,08232 231665 ,9972281215,,,,,Dr. Nagaraju,08232 231665 ,9972281215,drnagarajmdy@gmail.com,Medical Officer,Private,NO,NO,24x7,KTK/28C-140/2001,20-10-2001,18.10.2016,12.52027,76.899169,08232 231665 ,,,,,,
158,Vikarm Hospital Blood Bank,Karnataka,MANDYA,Mandya,"Vikarm Hospital, No.D5/271/219B and D5/272/1220, 3rd Cross, Ashoka Nagar",571401,08232 402121,9686667882,,,,,,,,,,Private,,,24x7,,,,12.525089,76.8982,08232 402121,,,,,,
159,Holdsworth Memorial Mission Hospital Blood Bank,Karnataka,Mysore,Mysore,Mandimohalla,570021,0821 2521650  ,9448390717,,0821 2565607,,,Dr. Ranganatha,0821 2521650,9448390717,hmhmysore@hotmail.com,Medical Officer,Private,NO,NO,24x7,KTK/28C-91/98,20-07-1998,30-12-2016,12.316416,76.650574,0821 2521650  ,,,,,,
160,Bassappa Memorial Hospital Blood Bank,Karnataka,Mysore,Mysore,"22/B, Vinoba Road, Jayalakshmipuram",570012,0821 2511671,9243502114,,,,,Dr. G. N. Sreenivas,0821 2511671,9243502114,,Medical Officer,Private,NO,NO,24x7,KTK/28C-127/2001,26-02-2001,30-12-2017,12.320811,76.62005,0821 2511671,,,,,,
161,B. G. S. Apollo Hospital Blood Bank,Karnataka,Mysore,Mysore,"Kantharaj Urs Road, Kuvempunagar",570010,0821 2566666 ,9449843060,0821 246 6003 ,0821 4000888,,http://www.apollobgshospitalsmysore.com,Dr. A. Venugopal,0821 2566666 ,9449843060,apollo_bgs@apollohospitals.com,Pathologist,Private,NO,NO,24x7,KTK/28C-142/2001,06-12-2001,Pending,12.29573,76.632061,0821 2566666 ,,,,,,
162,Vikram Hospital and Heart Centre Blood Bank,Karnataka,Mysore,Mysore,"346, Vivekananda Road, Yadavagiri",570020,0821 2412121,9686667882,,,,http://www.nammavikram.com,Mr. Nagendra H,0821 2412121,9686667882,mail@vhpl.com,DMLT,Private,NO,NO,24x7,KTK/28C-155/2002,04-02-2003,Pending,12.32354,76.638119,0821 2412121,,,,,,
163,Rotary Mysore Chandrakala Hospital Blood Bank,Karnataka,Mysore,Mysore,"Chandrakala Hospital and Institute of Medical Research, Plot &#39;A&#39;, Kalidasa Road, Jayalakshmipuram",570012,0821 4288638,9731134312,,,,,Dr. Dhamoder A. M.,0821 4288638,9731134312,rchbb.mysore@rediffmail.com,Medical Officer,Private,NO,NO,24x7,KTK/28C-210/ 2007,18-12-2007,16-12-2017,12.325868,76.619519,0821 4288638,,,,,,
164,Jeevadhara Voluntary Blood Bank ,Karnataka,Mysore,Mysore,"Aunit of Cauvery Social Services Trust, No.1475, 2nd Floor and 3rd floor, New Sayaji RaoRoad, Mandi Mohalla",570010,0821 2444936,9379042563,,,,http://jeevadharabloodbank.com/,Dr. Radha K. S.,0821 2444936,9379042563,info@jeevadharabloodbank.com,Medical Officer,Charity,NO,NO,24x7,KTK/28C-138/2001,20-10-2001,18-10-2016,12.315731,76.65103,0821 2444936,,,,,,
165,Nuveen Medical Relief and research Foundation Blood Bank,Karnataka,Mysore,Mysore,"St.Joseph SH-17, 331/1, L176/2, Bannimantap",570015,0821 2496688,9845512045,,0821 4003999,,http://www.stjosephshospitalmysore.com/,Dr. Parashivamurthy,0821 4003900,9845512045,stjosephsbloodbankmysore@gmail.com,Pathologist,Private,YES,YES,24x7,KTK/28C-253/2012,21-08-2013,20-08-2018,12.3410708,76.6531589,0821 2496688,,,,,,
166,Cauvery Hospital Blood Bank,Karnataka,Mysore,Mysore,"No.42/2B, 2C, Teresian College Circle, Siddarth Nagar",570011,0821 2425000,,9742525000,,,http://www.cauveryhospital.org/,Dr. Rashmi B.K.,0821 2425000,,bloodbank@cauveryhospital.org,MBBS,Private,,,24x7,,,,12.30509,76.695813,0821 2425000,,,,,,
167,Kamakshi Hospital Blood Bank,Karnataka,Mysore,Mysore,"1st Floor, New Building of Kamakshi Hospital Premises, Kuvempnagar Mysore",570009,0821 2545981  ,9035217230,,0821 2341981,,http://www.kamakshihospital.org/,Dr. K. R. Kamath,0821 2545981  ,9035217230,kamakshihospital@yahoo.co.in,Pathologist,Private,NO,NO,24x7,KTK/28C-70/97,05-05-1997,30-12-2017,12.299739,76.623762,0821 2545981  ,,,,,,
168,Narayana Hrudayalaya - Surgical Hospital Private Limited Blood Bank,Karnataka,Mysore,Mysore," CAH-1, 3rd Phase, Devanur",570019,0821 7122222 (Extn. 2260),9972336633,0821 7122222,,,http://www.narayanahealth.org/,Dr. Shivprasad.P.N.,0821 7122222 ,9972336633,info.mys@nhhospitals.org,MD (Pathology),Private,,,24x7,,,,12.345086,76.673031,0821 7122222 (Extn. 2260),,,,,,
169,J. S. S. Hospital Blood Bank,Karnataka,Mysore,Mysore,"J S S Hospital, Ramanuja Road",570004,0821 2335009,9986649850,1800 4255 1234,0821 2335556,,http://www.jsshospital.in,Dr. Pallavi,0821 2335009,9986649850,contact@jsshospital.in,Pathologist,Private,YES,NO,24x7,KTK/28C-9/95,22-09-1995,30-12-2017,12.29521,76.65607,0821 2335009,,,,,,
170,K. R. Hospital Blood Bank,Karnataka,Mysore,Mysore,Sayyaji Rao Road,570010,0821 2429800,9901997671,,,,,Dr. Manjunath B. S.,0821 2429800,9901997671,mrs.krhospital.bb@gmail.com,Medical Officer,Government,NO,NO,24x7,KTk/28C-20/96,11-02-1997,Pending,12.313101,76.649573,0821 2429800,,,,,,
171,Railway Hospital Blood Bank,Karnataka,Mysore,Yadavagiri,Yadavagiri,570020,0821 2517238,9449843037,,,,,Dr. S. G. Madwesh,0821 2517238,9449843037,msr.railwayhospital.bb@gmail.com,Pathologist,Government,NO,NO,24x7,KTK/28C-181/2005,01-06-2005,29-05-2015,12.325712,76.635623,0821 2517238,,,,,,
172,Hutti Gold Hospital Blood Bank,Karnataka,RAICHUR,Hutti,"Hutti Gold Mines Limited, Raichur",584101,08532 275049,9986850870,,,,http://www.huttigold.co.in/,Dr. Vasanth Kumar,8532275463,9986850870,hygomin@sancharnet.in,MBBS,Private,NO,NO,24x7,KTK/28C-73/97,05-05-1997,30-12-2017,16.196412,76.653027,08532 275049,,,,,,
173,Indian Medical Association Blood Bank,Karnataka,RAICHUR,Raichur,"3.9.58, Old Government  Hospital Compound, Beron Quilla",584101,08532 226608,08532 226608,,,,,Dr. Ravi Rajeshwar,08532 226608,08532 226608,,MBBS,Private,NO,NO,24x7,KTK/28C-13/96,04-11-1996,30-12-2016,12.960041,77.57296,08532 226608,,,,,,
174,Navodaya Medical College Hospital and Research Centre Blood Bank,Karnataka,RAICHUR,Raichur,Mantralaya Road,584103,08532 223361 (Extn. 444),8123174079,,08532 223326,,http://navodaya.edu.in/,Dr. Anand A. S,08532 223361 ,"09880765836	",,Pathologist,Private,YES,NO,24x7,KTK/28C-162/2003,14-07-2003,12-07-2018,16.184331,77.368042,08532 223361 (Extn. 444),,,,,,
175,Raichur Institute of Medical Sciences Teaching Hospital (RIMS) Blood Bank,Karnataka,RAICHUR,Raichur,Rajendra Gunj,584101,,9972777381,,08532 238489,,http://www.rims-raichur.com/,Dr. N. Prasanna Kumar,08532 238788,9972777381,,Pathologist,Private,YES,NO,24x7,KTK/28C-269/2014,07-01-2014,06-01-2019,16.229892,77.35936,,,,,,,
176,Sri Shakti Blood Bank,Karnataka,RAICHUR,Sindhanur,"Badarli Venkat Rao Gouda Health Care Association, Venkateshwara Tourist Home, Sukalapeta Road",584128,0853 5220299,9986681999,,,,,Dr. Khan Mohammed Khudratullah,0853 5220299,9986681999,srishaktibloodbank@yahoo.com,MBBS,Private,NO,NO,24x7,KTK/28C-212/ 2008,08-08-2008,06-08-2018,15.7687772,76.7638445,0853 5220299,,,,,,
177,M/S Indian Red Cross Society,Karnataka,RAMANAGARA,Ramanagar,"Ramanagar District Branch,
District Hospital Premises,1st Floor",562117,080 2727200,8050117908,,,icrsramanagara@gmail.com,http://redcrosskarnataka.org/,Dr.Hemanthraj Savalgi,080 2727200,8050117908,icrsramanagara@gmail.com,MBBS,Private,NO,NO,24X7,KTK/28C-291/15,8/31/2015,8/30/2020,12.5418511,77.3404064,080 2727200,,,,,,
178,Jeevadhara Blood Bank,Karnataka,SHIVAMOGGA,Bhadravathi,"17, Meena Nursing Home, Madhava Nagar",577301,08182 263770,8212444936,,,,,Dr. Vinit Anand,08182 263770,8212444936,smg.jeevadhara.bb@gmail.com,MBBS,Private,NO,NO,24x7,KTK/28C-166/2004,23-01-2004,Pending,13.844738,75.710033,08182 263770,,,,,,
179,VISL Hospital Blood Bank,Karnataka,SHIVAMOGGA,Bhadravati," SH 65, Hutta Colony",577301,08182 271620,9480828906,,,,,Dr. Kavitha,08182 271620,9480828906,kavitha.sadashiv@gmail.com,Diplomo in Clinical Pathology,Private,NO,NO,24x7,,,,13.83034,75.690275,08182 271620,,,,,,
180,McGann Hospital Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,Sagar Road,577201,08182 222412,9480575724,,,,,Dr. Sushmitha M. S.,08182 222412,9480575724,simsbloodbank@gmail.com,MBBS,Government,NO,NO,24x7,KTK/28C-58/97,07-04-1997,30-12-2017,13.935689,75.562968,08182 222412,,,,,,
181,Shimoga Mid Town Rotary Charity Foundation Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,"Opposite Usha Nursing Home, 100 Feet Road",577201,08182 274333,8182274333,,,,,Dr. Sanjay K. N.,08182 274333,8182274333,sanjaykn1@rediffmail.com,MBBS,Charity,YES,YES,24x7,KTK/28C-107/99,25-10-1999,30-12-2017,13.94626,75.57832,08182 274333,,,,,,
182,Subbaiah Medical College Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,"NH-13, Purle, Hjolehonnur, Road",577201,08182 277505,9844077203,,,,,Dr. Manjula J. S.,08182 277505,9844077203,smcshimoga@yahoo.co.in,MBBS,Private,YES,YES,24x7,KTK/28C-107/99,25-10-1999,30-12-2017,13.932932,75.617172,08182 277505,,,,,,
183,M/s. Sahyadri Narayana Multispeciality Hospital Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,"New Thirthahalli Road, Harakere",577202,08182 221577,9538045162,,,,http://www.narayanahealth.org,Dr. Rekha,08182 221577,9538045162,janardhan.n.dr@nhhospitals.org,Pathologist,Private,YES,NO,24x7,KTK/28C-280/15,30-01-2015,29-01-2020,13.908068,75.560375,08182 221577,,,,,,
184,Red Cross Sanjeevini Blood Bank,Karnataka,SHIVAMOGGA,Shivamogga,"Ist Floor, Kshiti Complex, JPN Road",577201,08182 228855,9448122965,,,,,Dr. A. Shashi Kumar Raj,08182 228855,9448122965,jogfalls@rediffmail.com,MBBS,Charity,NO,NO,,KTK/28C-235/2011,16-06-2011,Pending,13.933868,75.57183,08182 228855,,,,,,
185,Sri Sidhartha Medical College Blood Bank,Karnataka,TUMAKURU,Tumkur,"Agalakote, B.H.Road",572102,08162 278867,9900136044,,,,,Dr. Rajendra Prasad H. M.,08162 278867,9900136044,ssmc_tumkur@hotmail.com,Pathologist,Private,NO,NO,24x7,KTK/28C-54/97,31-03-1997,30-12-2017,13.346024,77.057009,08162 278867,,,,,,
186,District Hospital Blood Bank Tumkur,Karnataka,TUMAKURU,Tumkur,"Near Town Hall, B.H. Road, Tumkur",572101,08162 257404,9164197557,,,,,Dr. Veena S,08162 257404,9164197557,bbdtumkur@gmail.com,MBBS,Government,NO,NO,24x7,KTK/28C-62/97,31-03-1997,30-12-2017,13.339661,77.098414,08162 257404,,,,,,
187,J.C. Voluntary Blood Bank,Karnataka,TUMAKURU,Tumkur,"Plot No. 5421, II Floor, Narasimha Building, Nisarga Layout, B.H. Road",572101,08162 272980 ,8970137958,,,,,Dr. V Srinivasa Murthy,08162 272980 ,8970137958,jcvbloodbank@gmail.com,,Charity,NO,NO,24x7,KTK/28C-164/2003,16-12-2003,Pending,13.337779,77.11681,08162 272980 ,,,,,,
188,Vijaya Hospital Blood Bank,Karnataka,TUMAKURU,Tumkur,"10054/A, 4511/A, 3rd Main Road",572103,0816 2257762,9886565320,,,,,Dr. Arun Kumar,0816 2257762,9886565320,sanjeevinibloodbank6@gmail.com,Medical Officer,Private,NO,NO,24x7,KTK/28C-192/ 2007,01-02-2007,30-01-2017,13.332531,77.096051,0816 2257762,,,,,,
189,Rotary Tumkur Central Belli Blood Bank,Karnataka,TUMAKURU,Tumkur,"Khata No. 308/A, 321/A and 303/A/321, Ward No. 13, Opposite Government Hospital, Gandhinagar",572201,0816 225277,9844354525,,,,,Dr. Ramesh S. T.,0816 225277,9844354525,bellilokesh@gmail.com,MBBS,Charity,NO,NO,24x7,KTK/28C-208/ 2007,06-11-2007,04-11-2017,13.3415593,77.1031786,0816 225277,,,,,,
190,Sri Shridevi Charitable Trust - Sreedevi Institute of Medical Sciences & Research Hospital Blood Bank,Karnataka,TUMAKURU,Tumkur,"NH-4, Sira Road,Tumkur",572106,7259033424,9900782021,,0816 2212193,,http://www.shridevimedical.org/,Dr. Krishna,0816 2211999,9448660100,,MD (Pathology),Private,YES,NO,24x7,KTK/28C-265/2013,25-09-2013,24-09-2018,13.376281,77.096987,7259033424,,,,,,
191,Kasturba Hospital Blood Bank,Karnataka,UDUPI,Manipal,"Site.No.55/2, Shivalli Village, Manipal Udupi",576104,0820 2922331  ,9743489837,,,,,Dr. BhatShamee shashtri,0820 2922331  ,9743489837,office.kh@manipal.edu,MD (Pathology),Private,YES,NO,,KTK/28C-228/2010,13-08-2010,11-08-2020,13.353846,74.789057,0820 2922331  ,,,,,,
192,District Hospital Blood Bank Udupi,Karnataka,UDUPI,Udupi,District Hospital,576101,0820 2520555,9844364352,,,,,Dr. Suchetha,0820 2520555,9844364352,udp.districthospital.bb@gmail.com,MBBS,Government,NO,NO,24x7,KTK/28C-120/2000,28-03-2000,30-12-2017,13.334045,74.742105,0820 2520555,,,,,,
193,K. L. E. Society Blood Bank,Karnataka,UTTARA KANNADA,Ankola,Dr. Kamal hospital & Medical Research Centre,581301,08388 230257,9448122086,,08388 230272,,http:/www.klesociety.org,Dr. Sanjeev Navliyaer,08388 230257,9448122086,drbhatkal@gmail.com,Medical Officer,Private,NO,NO,24x7,KTK/28C/216/ 2009,11-02-2009,09-02-2019,14.661796,74.309805,08388 230257,,,,,,
194,District Hospital Blood Bank Karwar,Karnataka,UTTARA KANNADA,Karwar,District Hospital Premises,581301,0838 2226318,9008891201,,,,,Dr. Suresh P. A.,0838 2226318,9008891201,,MBBS,Government,NO,NO,24x7,KTK/28C-115/2000,05-06-2000,30-12-2016,14.817283,74.12968,0838 2226318,,,,,,
195,Pandit General Hospital Blood Bank,Karnataka,UTTARA KANNADA,Karwar,Sirsi,581401,0838 2223066,,,,,,Dr. Mamata Hegde,0838 2223066,9916083233,,MBBS,Government,NO,NO,24x7,KTK/28C/221/2009,22-07-2009,20-07-2019,14.32773,74.491531,0838 2223066,,,,,,
196,The Uttara Kannada Blood Bank and Health Services Society,Karnataka,UTTARA KANNADA,Kumta,"London Mahal, Gujjar Galli",581343,08382 221851 ,9901369298,,,uk.uttarakannada.bb@gmail.com,,Dr. Madhukar Krishna Naik,08382 221851 ,9901369298,,MBBS,Private,NO,NO,24x7,KTK/28C-144/2001,24-01-2002,Pending,14.4292776,74.4024452,08382 221851 ,,,,,,
197,Shripad Hegde Kadave Institute of Medical Sciences Blood Bank,Karnataka,UTTARA KANNADA,Sirsi,T.S.S. Hospital,581401,0838 6221851,9916281013,,0838 4238379 ,,http://tsshospital.org/,Dr. P. S Hegde,0838 6221851,9916281013,,Pathologist,Private,NO,NO,24x7,KTK/28C/213/ 2008,07-08-2008,05-08-2018,14.632385,74.848338,0838 6221851,,,,,,
198,M/s. Indian Red Cross Society Blood Bank Yadgir,Karnataka,YADGIR,Yadgir,"Gate no:-3,Government District Hospital Premises",585201,08473 250355,7829487838,,,ircsyadgir@gmail.com,http://redcrosskarnataka.org/,Dr. Shailaja S.,08473 250355,7829487838,ircsyadgir@gmail.com,MBBS,Private,NO,NO,24x7,KTK/28C-292/15,01-09-2015,31-08-2020,16.752789,77.138698,08473 250355,,,,,,
199,K. V. M. Hospital Blood Bank,Kerala,ALAPPUZHA,Alappuzha,"P.B. No. 30, Chertala",688524,0477 2812228,,,,,,,,,,,Private,,,24x7,,,,9.667112,76.339569,0477 2812228,,,,,,
